lon	lat
-27.8116468696438	-56.1881518318869
-28.0425908887289	-56.2799267548122
-28.3265685497442	-56.275459996191
-28.6206473933673	-56.42821285139
-28.967660646064	-56.4840577100631
-29.3928870799092	-56.7586293756164
-29.8091142067065	-56.8734838288269
-30.3129511476806	-57.2064007736549
-30.7385384329493	-57.3178039591533
-31.122470196792	-57.5251792088805
-31.4170364701633	-57.5121352691914
-31.6682704744619	-57.5961708503531
-31.9632642892947	-57.5816120691426
-32.2579713418151	-57.5662393641783
-32.5523764795399	-57.5500541402017
-32.8464646447797	-57.5330578734058
-33.1742352166844	-57.6732918215292
-33.5424934041175	-57.7139192716186
-33.8753701771698	-57.8521189468864
-34.1715333318181	-57.8314428145469
-34.467288176858	-57.8099533495155
-34.7626198285932	-57.7876525261547
-35.0575135358326	-57.764542387959
-35.4603973161613	-57.6993787665957
-36.0175825821379	-57.7479883077451
-36.5764860698444	-57.7937025760513
-37.0040795539598	-57.9792689478156
-37.2988706654911	-57.9499880028083
-37.5930878715048	-57.9199064976999
-38.1345591299549	-58.0575098905904
-38.6809116710043	-58.1924659753019
-39.2127570359685	-58.4252184413956
-39.5095165077321	-58.3898435463043
-39.7881188297793	-58.4542665155141
-40.0844652912074	-58.4173249522022
-40.3645365730974	-58.4802841486423
-40.660408144291	-58.4417770052159
-41.0315241574381	-58.5572123527716
-41.4176300430685	-58.5705251622544
-41.7932325151656	-58.683443712275
-42.0891621738322	-58.641042151497
-42.7485050383363	-58.9097178292972
-43.4252549342468	-59.07341259931
-44.4011112245288	-59.4886958582567
-45	-59.591839961159
-45.6052145972448	-59.7934752052003
-45.906184566811	-59.7406396910906
-46.2102941689212	-59.7886430538972
-46.5100838051526	-59.7342103386438
-46.9192462339689	-59.8297455371217
-47.3228938986462	-59.8222185617904
-48.162860297225	-60.1076456713063
-48.8958480130875	-60.2381812073609
-49.875496952388	-60.5588800791838
-50.4010008001743	-60.5868448537667
-50.9275041923902	-60.6124373433314
-51.9175178282125	-60.8146773027652
-52.9216466956509	-61.0086142150655
-55.0829578779612	-61.6734264252277
-56.5237217038973	-61.9611217633485
-58.3103385994332	-62.4085312521415
-58.712236858532	-62.5224978509889
-59.3088188593061	-62.7722697290685
-59.420773127511	-62.9718793646208
-59.7551682200497	-63.1454713597839
-59.7318841208736	-63.3082643201641
-59.649904105813	-63.3712755914914
-59.3441318451476	-63.4600279899282
-59.1621680553128	-63.4540746349256
-61.853218785878	-64.2518793363743
-61.8583987677383	-64.1700287113682
-61.6427060842835	-64.0362418414582
-61.8110189254262	-63.7439149435992
-61.0399433060497	-63.3069211035807
-60.5902932181486	-62.7754009729101
-59.7886776141652	-62.3959017453583
-59.888954898723	-62.1708817610985
-59.5657642465566	-61.9983513653522
-59.4567554000549	-61.7996747305878
-59.4028476573962	-61.7003625348789
-59.6887867733184	-61.6121345584102
-59.7654231099285	-61.549555905945
-59.862815942345	-61.3253580782418
-60.4044719770614	-61.3079551976487
-61.1497100917436	-61.2598047764986
-62.0163574331835	-61.4028216772579
-62.2837701207355	-61.4704802643644
-63.434948822922	-61.8325776756495
-64.4036257378558	-62.0559207240471
-65.5947150311561	-62.2356780008907
-65.7367069886834	-62.2656200950213
-65.9579777901184	-62.3914283207108
